"filename", "language", "Java", "YAML", "XML", "comment", "blank", "total"
"/home/jinfei/桌面/WeBox-PRD-候选人交付包./WeBox-PRD-候选人交付包/webox/server/src/main/java/com/webox/menu/DailyMenuRepository.java", "Java", 13, 0, 0, 0, 7, 20
"/home/jinfei/桌面/WeBox-PRD-候选人交付包./WeBox-PRD-候选人交付包/webox/server/src/main/java/com/webox/menu/Dish.java", "Java", 130, 0, 0, 3, 40, 173
"/home/jinfei/桌面/WeBox-PRD-候选人交付包./WeBox-PRD-候选人交付包/webox/server/src/main/java/com/webox/menu/DishRepository.java", "Java", 4, 0, 0, 0, 3, 7
"/home/jinfei/桌面/WeBox-PRD-候选人交付包./WeBox-PRD-候选人交付包/webox/server/src/main/java/com/webox/menu/MenuController.java", "Java", 49, 0, 0, 1, 10, 60
"/home/jinfei/桌面/WeBox-PRD-候选人交付包./WeBox-PRD-候选人交付包/webox/server/src/main/java/com/webox/menu/MenuService.java", "Java", 62, 0, 0, 2, 11, 75
"/home/jinfei/桌面/WeBox-PRD-候选人交付包./WeBox-PRD-候选人交付包/webox/server/src/main/java/com/webox/menu/MenuSpecs.java", "Java", 36, 0, 0, 6, 8, 50
"/home/jinfei/桌面/WeBox-PRD-候选人交付包./WeBox-PRD-候选人交付包/webox/server/src/main/java/com/webox/menu/OptionGroup.java", "Java", 67, 0, 0, 4, 21, 92
"/home/jinfei/桌面/WeBox-PRD-候选人交付包./WeBox-PRD-候选人交付包/webox/server/src/main/java/com/webox/menu/OptionGroupRepository.java", "Java", 10, 0, 0, 1, 5, 16
"/home/jinfei/桌面/WeBox-PRD-候选人交付包./WeBox-PRD-候选人交付包/webox/server/src/main/java/com/webox/menu/OptionItem.java", "Java", 46, 0, 0, 1, 15, 62
"/home/jinfei/桌面/WeBox-PRD-候选人交付包./WeBox-PRD-候选人交付包/webox/server/src/main/java/com/webox/menu/dto/DishDetailView.java", "Java", 45, 0, 0, 1, 7, 53
"/home/jinfei/桌面/WeBox-PRD-候选人交付包./WeBox-PRD-候选人交付包/webox/server/src/main/java/com/webox/menu/dto/MenuItemView.java", "Java", 36, 0, 0, 2, 5, 43
"/home/jinfei/桌面/WeBox-PRD-候选人交付包./WeBox-PRD-候选人交付包/webox/server/src/main/java/com/webox/menu/dto/MenuResponse.java", "Java", 5, 0, 0, 0, 3, 8
"/home/jinfei/桌面/WeBox-PRD-候选人交付包./WeBox-PRD-候选人交付包/webox/server/src/main/java/com/webox/order/CheckoutController.java", "Java", 30, 0, 0, 1, 8, 39
"/home/jinfei/桌面/WeBox-PRD-候选人交付包./WeBox-PRD-候选人交付包/webox/server/src/main/java/com/webox/order/Order.java", "Java", 137, 0, 0, 7, 39, 183
"/home/jinfei/桌面/WeBox-PRD-候选人交付包./WeBox-PRD-候选人交付包/webox/server/src/main/java/com/webox/order/OrderController.java", "Java", 37, 0, 0, 0, 10, 47
"/home/jinfei/桌面/WeBox-PRD-候选人交付包./WeBox-PRD-候选人交付包/webox/server/src/main/java/com/webox/order/OrderItem.java", "Java", 83, 0, 0, 5, 27, 115
"/home/jinfei/桌面/WeBox-PRD-候选人交付包./WeBox-PRD-候选人交付包/webox/server/src/main/java/com/webox/order/OrderRepository.java", "Java", 27, 0, 0, 1, 10, 38
"/home/jinfei/桌面/WeBox-PRD-候选人交付包./WeBox-PRD-候选人交付包/webox/server/src/main/java/com/webox/order/OrderService.java", "Java", 178, 0, 0, 19, 25, 222
"/home/jinfei/桌面/WeBox-PRD-候选人交付包./WeBox-PRD-候选人交付包/webox/server/src/main/java/com/webox/order/OrderSlotResolver.java", "Java", 51, 0, 0, 11, 12, 74
"/home/jinfei/桌面/WeBox-PRD-候选人交付包./WeBox-PRD-候选人交付包/webox/server/src/main/java/com/webox/order/dto/CheckoutSummaryView.java", "Java", 17, 0, 0, 5, 5, 27
"/home/jinfei/桌面/WeBox-PRD-候选人交付包./WeBox-PRD-候选人交付包/webox/server/src/main/java/com/webox/order/dto/OrderSummaryView.java", "Java", 28, 0, 0, 1, 5, 34
"/home/jinfei/桌面/WeBox-PRD-候选人交付包./WeBox-PRD-候选人交付包/webox/server/src/main/java/com/webox/order/dto/OrderView.java", "Java", 50, 0, 0, 1, 7, 58
"/home/jinfei/桌面/WeBox-PRD-候选人交付包./WeBox-PRD-候选人交付包/webox/server/src/main/java/com/webox/order/dto/PlaceOrderRequest.java", "Java", 15, 0, 0, 3, 7, 25
"/home/jinfei/桌面/WeBox-PRD-候选人交付包./WeBox-PRD-候选人交付包/webox/server/src/main/resources/application.yml", "YAML", 0, 25, 0, 1, 3, 29
"Total", "-", 2539, 25, 81, 170, 654, 3469
